age,education,ethnicity (white::other),gender (female::male),hours-per-week,income (<=50k::>50k)
32,9,1,0,40,1
35,13,1,0,50,0
22,10,1,0,48,1
37,11,1,1,38,1
25,13,1,0,40,1
64,2,1,0,53,1
46,11,1,0,48,0
30,9,1,0,27,1
63,12,1,0,40,0
51,9,1,0,40,0
68,4,1,0,16,1
36,16,1,0,50,1
28,10,1,0,50,1
41,10,1,0,40,1
47,10,1,0,40,1
22,10,0,1,30,1
33,13,0,0,80,1
34,15,1,0,40,0
46,13,1,0,40,0
28,10,1,1,40,1
36,9,1,0,52,0
18,10,1,1,20,1
33,14,1,0,50,0
51,9,1,0,60,0
56,9,1,0,35,1
54,9,1,1,40,1
29,9,0,1,40,1
40,10,0,1,84,1
53,14,1,0,65,0
22,9,1,0,35,1
33,9,1,0,40,0
28,9,1,0,50,1
63,10,1,1,12,1
53,16,1,0,60,0
37,6,1,0,50,1
50,10,1,0,40,1
22,9,1,0,40,1
40,12,1,1,40,1
22,13,1,1,40,0
21,10,1,0,40,1
25,12,0,0,40,1
20,10,1,1,40,1
43,9,1,0,40,1
29,11,1,1,50,1
32,13,1,0,40,0
42,14,1,0,50,0
33,9,0,0,40,1
27,10,1,1,40,0
22,10,1,1,40,1
29,10,1,0,38,1
29,9,1,0,40,1
20,10,1,1,20,1
35,6,1,0,40,1
31,13,1,0,50,0
33,9,1,0,50,1
67,10,1,0,40,1
46,10,1,0,10,1
45,5,1,1,40,0
17,7,1,0,20,1
35,13,1,0,70,0
48,13,0,0,40,0
49,9,0,1,40,1
20,10,1,1,40,1
27,9,1,0,46,1
64,10,1,0,20,1
53,10,0,0,40,1
52,9,1,1,40,1
29,9,1,0,55,1
32,9,1,0,40,0
48,13,1,1,20,0
30,10,1,0,40,1
34,9,1,0,20,1
19,10,1,0,50,1
39,9,1,0,50,1
28,7,1,0,40,1
17,8,1,1,10,1
54,13,1,1,50,1
24,10,1,0,40,1
25,9,1,1,40,1
25,7,1,1,12,1
48,10,1,1,40,0
24,13,1,1,40,1
31,10,0,0,50,1
47,10,1,0,40,0
45,13,1,0,40,0
19,10,1,1,25,1
52,10,1,0,50,0
52,9,1,0,40,1
19,9,0,1,12,1
60,9,1,0,28,1
43,14,1,0,50,0
24,12,1,1,30,1
20,10,1,1,40,1
51,9,1,1,40,1
38,5,1,0,40,1
21,10,1,1,10,1
40,9,1,0,50,0
54,10,1,1,40,1
35,13,1,0,50,1
52,7,0,0,40,1
53,9,1,0,40,0
56,10,0,1,40,1
35,9,0,0,40,1
43,10,1,1,42,1
29,13,1,0,40,1
29,9,0,0,65,1
27,9,1,1,40,1
58,13,1,0,40,1
64,9,1,0,18,1
53,9,0,1,32,1
21,9,1,1,30,1
40,12,1,0,30,1
52,16,1,0,40,0
38,11,1,0,50,1
40,10,1,1,30,1
39,9,1,0,40,1
56,14,1,1,50,0
68,16,1,0,55,0
24,9,1,0,38,1
40,15,1,0,50,0
43,15,0,0,99,0
38,13,1,1,70,1
45,9,1,0,40,0
18,7,1,0,55,1
57,14,1,0,50,0
49,9,0,1,35,1
25,10,1,1,40,1
52,10,1,0,40,1
56,6,1,0,56,1
26,10,1,0,48,1
19,9,1,1,40,1
25,13,0,1,40,1
25,9,1,1,30,1
21,9,1,0,45,1
48,4,1,0,40,1
33,14,1,0,60,1
31,9,0,0,40,1
26,9,1,0,65,1
37,13,1,0,38,1
29,10,1,1,30,1
20,10,1,0,20,1
28,10,0,0,60,1
49,9,1,1,20,1
73,6,1,0,4,1
49,14,1,0,40,0
51,10,1,1,40,0
40,10,1,0,40,1
24,11,1,1,40,1
18,8,1,0,24,1
41,6,0,0,40,0
46,9,1,0,40,0
46,9,1,1,40,1
64,6,1,0,40,0
50,15,1,0,40,0
53,14,1,0,36,0
21,9,1,0,40,1
22,10,1,0,25,1
37,13,1,1,45,0
39,15,1,0,55,0
30,13,0,0,40,1
25,13,1,0,40,1
26,10,0,1,40,1
43,13,1,0,50,1
59,9,1,1,60,1
27,9,1,1,40,1
55,6,0,0,40,0
20,10,1,0,12,1
25,11,1,1,36,1
28,12,1,0,40,1
29,13,1,0,50,1
60,7,1,0,40,0
37,13,1,1,50,0
25,7,1,1,40,1
27,10,1,0,60,1
50,13,1,0,40,0
41,10,1,0,70,1
46,4,1,0,47,1
35,11,0,1,40,1
21,10,1,0,40,1
35,7,1,1,60,1
40,9,0,0,40,1
49,13,1,0,40,0
29,13,1,1,50,1
43,13,1,1,40,1
39,12,0,0,60,1
35,9,1,0,60,1
52,10,1,0,40,1
25,10,0,0,40,1
20,9,1,1,30,1
46,10,1,1,10,1
24,13,1,0,40,1
29,13,0,0,30,1
21,10,1,0,40,1
37,13,1,1,50,1
43,9,1,0,40,1
19,9,1,1,26,1
47,9,1,0,45,1
61,9,1,0,45,0
21,12,1,0,55,1
35,9,1,0,60,1
60,6,0,0,40,1
27,10,1,1,40,1
57,13,0,0,35,1
56,2,1,0,40,1
27,9,1,1,40,1
47,4,0,1,35,1
19,9,1,0,30,1
28,8,1,1,30,1
43,6,1,0,40,1
63,10,1,1,35,1
22,10,1,0,40,1
25,9,0,1,40,1
35,9,1,0,40,0
20,9,1,1,40,1
48,6,1,0,70,1
30,13,0,1,40,1
31,13,1,0,40,0
20,9,0,1,24,1
57,14,1,0,50,0
41,11,1,1,44,0
33,9,1,1,40,1
27,11,1,0,40,1
34,9,1,0,60,0
22,6,1,0,30,1
50,12,0,1,40,0
40,13,1,0,45,0
37,9,1,0,51,1
40,12,1,0,40,1
53,14,1,0,55,0
38,10,1,0,40,0
25,9,1,0,40,1
51,9,0,0,40,1
22,8,0,0,40,1
18,10,1,0,16,1
41,7,1,0,40,0
33,9,1,1,40,1
33,13,1,1,40,1
67,10,1,0,40,1
47,9,1,0,50,0
24,10,1,0,40,1
32,4,1,0,40,1
29,9,1,1,40,1
25,11,1,0,45,1
33,10,1,1,40,1
55,13,1,0,40,1
31,10,1,0,40,0
32,14,1,0,50,1
18,9,1,0,3,1
36,9,1,1,50,1
58,9,1,1,27,1
34,14,1,0,50,0
19,7,1,0,40,1
21,9,0,1,40,1
36,9,1,0,50,1
37,13,0,1,40,0
43,9,0,1,21,1
52,13,1,0,40,1
48,11,1,1,40,1
43,10,1,1,38,1
22,9,1,0,40,1
57,3,1,0,40,1
37,12,1,1,40,1
39,10,0,1,38,1
54,10,1,0,40,0
27,12,1,0,40,1
21,9,1,1,35,1
65,10,1,1,38,1
30,10,1,1,40,1
22,5,1,1,40,1
26,13,1,0,50,1
25,7,1,0,40,1
35,11,1,1,40,0
47,11,1,0,50,0
23,12,1,0,60,1
42,9,0,0,40,0
39,10,0,0,30,1
55,16,1,0,60,0
24,14,0,1,10,1
46,13,1,0,40,0
53,9,1,0,40,0
44,7,0,1,60,1
40,9,0,1,40,1
48,10,1,0,40,0
26,11,1,1,35,1
22,9,1,1,40,1
35,9,1,1,12,1
20,10,1,1,20,1
43,9,1,1,40,1
37,9,1,1,25,1
30,9,0,0,40,1
41,9,0,0,50,1
38,15,1,0,60,0
77,5,0,0,40,1
42,9,1,0,50,1
20,9,0,0,40,1
36,13,1,1,40,1
32,11,0,0,40,1
27,13,1,0,40,0
25,10,1,0,45,1
40,14,1,0,40,1
18,7,1,0,25,1
49,13,1,0,45,0
17,7,1,1,16,1
29,9,1,1,40,1
47,15,0,0,55,0
24,10,1,0,45,1
58,4,1,0,24,1
29,9,1,0,40,1
45,10,1,1,24,0
30,8,1,0,50,1
19,10,1,0,20,1
59,6,1,0,40,0
47,4,1,1,30,1
41,10,0,0,40,1
28,12,1,0,40,1
46,12,1,0,40,0
40,10,1,0,60,1
66,6,0,1,40,1
30,13,0,0,45,0
44,10,1,0,12,1
58,9,1,0,60,0
21,4,1,0,48,1
59,5,0,1,40,1
35,10,1,0,40,1
45,5,0,0,40,0
30,9,1,0,40,1
33,9,0,0,40,1
26,10,1,1,15,1
48,10,0,1,35,1
31,9,0,1,40,1
36,9,1,0,45,1
48,9,1,1,38,1
30,9,1,0,40,1
33,9,1,0,50,0
19,5,1,1,25,1
37,12,0,1,40,0
53,13,1,0,45,0
18,10,1,1,40,1
38,10,1,0,50,0
34,10,1,0,50,1
45,13,1,0,52,0
33,11,1,0,60,1
35,11,1,1,44,1
22,9,0,0,40,1
35,9,1,1,30,1
45,9,0,0,8,1
17,7,1,0,45,1
50,9,1,0,45,1
38,13,1,0,50,0
33,10,1,0,50,0
46,9,1,0,35,1
25,13,1,1,50,1
64,9,1,0,40,1
62,10,1,0,10,1
32,9,1,0,60,0
17,7,1,0,20,1
61,9,1,0,55,1
40,16,0,1,40,1
21,9,1,1,40,1
39,13,1,0,50,0
35,10,1,0,45,1
29,11,1,0,40,1
27,12,0,0,40,1
20,12,1,1,40,1
34,10,1,1,20,0
51,14,1,0,40,1
45,9,0,1,15,1
20,10,1,1,40,1
31,10,1,0,40,1
29,9,0,0,40,1
56,13,1,0,30,1
55,10,1,1,12,0
26,10,1,0,20,1
46,10,1,0,45,0
32,9,1,0,40,1
28,9,1,0,40,1
27,4,1,0,35,1
23,5,1,0,40,1
59,6,1,0,40,1
26,8,0,0,48,1
36,6,1,0,40,1
18,9,1,1,15,1
33,5,1,0,70,1
60,11,1,1,15,0
40,9,1,1,48,1
48,9,1,0,43,1
27,6,1,0,48,1
19,10,1,0,20,1
38,13,1,0,50,0
26,10,1,0,43,1
45,11,1,0,40,1
20,10,1,1,20,1
32,9,1,0,40,1
22,10,1,1,13,1
22,9,1,0,40,1
38,9,0,1,38,1
34,9,1,0,50,0
46,2,0,1,30,1
39,13,1,1,25,1
79,9,1,1,24,1
60,13,1,0,8,0
24,9,1,0,40,1
31,10,1,0,65,1
37,13,0,0,77,1
23,9,1,0,40,1
31,10,1,0,45,1
29,13,1,0,40,0
22,13,1,1,43,1
69,10,1,1,20,1
55,9,1,1,38,1
43,9,1,0,40,1
23,4,0,0,36,1
29,9,1,0,35,1
22,11,1,1,40,1
22,10,1,0,42,1
25,9,1,0,84,0
29,10,1,0,45,1
25,10,0,0,40,1
33,9,1,1,40,1
33,13,1,0,40,0
31,16,1,1,28,1
30,14,1,0,45,0
55,13,1,0,40,1
36,8,1,0,50,1
47,9,1,1,40,1
28,13,1,0,40,0
42,14,1,0,40,0
51,12,1,0,55,1
62,13,0,1,40,1
65,10,1,0,35,0
23,13,1,0,40,1
60,9,1,0,32,1
47,4,0,0,60,0
50,9,1,1,40,1
70,13,1,0,6,1
32,13,1,0,40,1
37,10,1,0,40,1
31,9,1,0,40,0
76,6,0,1,12,1
54,13,0,1,60,1
32,13,1,0,40,0
31,10,1,1,52,1
31,13,1,0,50,0
65,15,1,0,40,1
30,9,1,0,60,0
63,9,1,0,40,1
21,10,1,1,10,1
40,14,0,0,40,0
26,10,1,1,40,1
18,7,1,1,8,1
34,9,1,0,50,1
66,10,1,1,40,0
44,10,1,0,60,1
30,12,1,1,40,1
36,13,1,0,40,1
31,10,1,0,50,0
22,10,1,0,20,1
28,4,1,0,84,1
23,9,0,0,40,1
49,14,1,0,50,0
39,13,1,0,35,1
67,13,1,0,60,0
19,10,1,0,16,1
30,12,1,0,50,0
25,10,0,1,40,1
24,9,0,0,30,1
46,9,1,0,40,1
37,14,1,0,45,1
41,9,1,0,40,1
40,10,1,0,20,1
44,9,1,1,40,1
32,9,1,0,40,1
58,9,0,0,20,0
48,9,1,0,48,1
34,13,1,0,40,1
29,11,0,1,40,1
46,13,1,0,50,0
36,9,0,0,40,1
59,13,1,0,38,1
29,8,1,0,40,1
50,14,1,0,40,1
25,9,1,0,40,1
27,12,0,1,35,1
48,9,1,0,70,1
51,16,1,1,70,0
36,9,1,0,45,0
42,7,1,0,50,0
49,13,1,0,40,0
33,10,1,0,20,1
40,13,1,0,60,0
26,13,1,1,40,1
69,9,1,1,40,0
59,9,1,0,30,1
30,9,1,1,40,1
31,12,1,1,35,1
30,13,1,0,50,0
27,13,1,1,40,1
20,10,1,1,16,1
56,12,1,1,40,1
24,9,1,0,40,1
47,13,1,1,50,1
51,13,0,0,35,1
34,9,1,0,45,1
47,9,0,0,9,1
47,10,1,0,44,0
20,10,0,1,40,1
34,9,1,0,54,0
31,7,1,1,40,1
42,11,1,1,32,1
52,3,1,0,40,1
56,9,1,1,40,1
53,9,1,0,40,0
26,10,1,0,50,0
81,10,1,1,20,1
28,6,0,1,40,1
57,10,1,0,48,0
34,9,1,1,40,1
31,6,1,0,40,1
24,11,0,1,40,1
20,9,1,0,40,1
68,10,0,1,40,1
60,9,1,1,32,1
37,10,1,0,40,1
25,4,1,0,40,1
36,9,1,0,40,1
45,12,1,0,40,1
34,10,1,0,60,0
31,13,1,1,70,1
47,13,1,0,60,1
60,9,1,0,42,0
75,13,1,0,24,1
43,10,1,0,40,1
18,9,1,0,40,1
25,13,0,1,40,1
20,9,1,1,40,1
32,9,1,1,50,1
57,13,1,0,20,1
43,10,1,0,60,0
18,9,1,0,40,1
41,13,0,1,40,1
48,9,1,0,40,1
35,9,1,0,90,0
41,11,1,0,40,1
23,9,0,1,20,1
32,13,1,0,45,0
33,9,1,0,40,1
58,9,1,0,40,1
22,10,1,0,65,1
33,10,1,1,50,1
42,15,1,0,38,0
25,9,1,1,40,1
39,9,1,0,50,0
35,13,1,0,45,0
50,10,1,1,38,0
49,14,1,0,50,0
25,13,1,0,40,1
47,10,0,1,40,1
46,10,1,1,40,0
42,12,0,0,40,1
37,7,1,0,60,0
25,13,1,0,40,1
29,6,1,0,40,1
26,10,1,0,45,1
26,10,1,1,40,1
45,13,1,0,40,0
34,9,1,1,30,1
33,12,0,1,40,1
43,13,1,0,40,0
28,9,1,0,45,1
51,10,1,0,75,1
21,10,1,1,35,1
23,12,1,1,35,1
30,9,1,1,40,1
46,14,1,0,45,0
38,9,1,0,50,1
20,9,1,0,40,1
36,13,1,0,50,0
37,15,1,0,50,0
44,14,1,0,42,1
33,9,1,0,40,0
45,13,1,0,40,1
47,10,1,0,40,1
54,9,0,0,40,0
17,6,1,0,30,1
43,9,1,1,36,0
45,13,1,1,50,0
37,10,1,1,40,1
44,11,1,0,40,0
55,14,1,1,50,1
41,9,1,0,48,1
23,13,1,1,40,1
38,10,0,1,40,1
23,13,1,1,40,1
35,9,1,0,40,0
18,7,1,0,20,1
47,11,1,0,40,1
25,10,1,1,8,1
41,9,1,0,50,1
23,10,0,1,24,1
41,9,1,1,40,1
26,10,1,0,50,1
30,10,1,0,40,1
42,10,1,0,40,0
35,9,1,1,40,1
28,13,1,0,18,1
29,10,1,1,40,1
21,10,1,1,15,1
48,14,1,0,40,0
44,9,1,0,60,1
34,5,1,0,40,1
19,9,1,1,25,1
32,10,1,0,40,0
31,12,0,1,40,1
25,9,1,0,40,1
47,9,0,0,40,0
46,7,1,1,40,1
18,8,1,0,40,1
31,10,1,1,20,1
28,9,1,1,40,1
38,9,1,0,48,0
33,9,1,0,40,0
17,6,1,1,15,1
41,11,1,0,40,0
46,10,1,0,40,0
38,10,1,0,44,1
24,13,1,0,60,1
49,9,1,0,40,0
60,10,0,1,40,1
44,13,1,0,60,0
63,11,1,0,40,0
40,9,1,0,60,0
45,10,1,0,50,0
49,10,1,0,50,0
36,9,1,1,40,1
65,9,1,0,8,1
41,13,1,0,20,1
25,14,1,1,40,1
20,10,1,1,35,1
60,11,1,0,40,1
17,7,1,1,20,1
28,12,1,1,16,0
31,12,0,0,50,1
47,14,1,1,35,1
45,10,1,0,45,1
51,13,1,0,40,1
23,9,0,0,40,1
44,14,1,1,60,0
34,9,1,0,50,1
19,10,1,0,10,1
51,9,1,0,40,0
46,9,1,0,40,1
30,16,0,0,40,0
37,6,1,0,35,1
56,15,1,0,45,0
29,9,1,0,45,1
46,14,1,0,50,0
55,9,1,0,40,1
45,13,1,0,48,0
34,9,1,0,40,1
45,5,0,0,40,1
41,13,1,0,40,1
22,10,1,0,20,1
34,15,1,0,50,0
27,9,0,0,40,1
29,10,0,0,37,1
19,8,1,1,30,1
47,13,1,0,40,1
43,10,1,0,50,0
52,11,0,1,60,1
33,12,1,0,60,1
29,5,1,0,40,1
23,9,1,0,40,1
23,10,1,0,40,1
39,13,1,0,60,1
43,3,1,1,40,1
31,9,1,0,40,0
47,9,1,0,40,0
26,9,1,0,60,1
58,10,1,1,55,1
47,15,1,0,50,0
55,13,1,1,38,1
26,9,1,1,40,1
28,9,1,1,40,1
36,9,0,0,40,1
40,9,1,0,50,1
19,7,1,0,40,1
63,13,1,0,40,0
42,13,1,0,40,1
76,5,1,0,13,1
23,11,1,1,40,1
38,3,1,0,40,1
33,14,0,0,30,1
48,14,1,0,40,0
56,10,1,0,40,0
32,9,0,0,40,1
44,10,1,1,25,1
27,9,0,1,40,1
33,10,1,0,50,1
22,3,1,0,40,1
18,10,1,1,20,1
44,9,1,0,40,1
42,9,0,0,60,1
34,10,1,1,40,1
45,9,1,0,40,1
57,9,1,0,40,1
59,13,1,0,40,0
33,10,0,1,40,0
52,9,0,0,49,1
17,8,1,1,15,1
29,9,1,0,30,1
63,13,1,0,30,0
20,10,1,0,24,1
42,15,1,0,50,0
50,9,1,0,50,1
55,9,1,1,30,1
27,12,0,1,25,1
28,13,1,0,45,1
55,11,1,0,45,1
44,10,1,0,40,1
53,10,1,1,40,1
23,9,1,0,40,1
25,9,1,1,40,1
44,13,1,1,40,1
55,14,1,0,40,0
48,10,1,0,35,0
46,9,1,0,40,1
26,10,1,0,40,1
30,4,1,0,45,1
32,14,1,0,40,0
52,9,1,0,48,1
52,9,1,0,50,0
39,9,1,1,47,1
57,13,1,0,40,0
21,9,1,0,40,1
22,10,1,0,10,1
26,10,1,0,40,1
26,10,1,0,40,1
44,11,0,0,40,0
42,10,1,1,30,1
40,10,1,0,43,1
22,7,1,0,45,1
62,9,1,0,45,0
44,10,1,0,40,1
18,10,1,1,40,1
33,2,1,0,40,1
45,9,1,0,50,1
18,7,1,0,40,1
32,10,1,0,40,1
33,16,1,1,60,0
20,10,1,0,15,1
68,9,1,0,20,1
61,4,1,0,50,0
48,16,1,0,40,0
45,9,1,0,40,1
36,9,1,1,40,0
32,9,0,1,32,1
35,13,1,1,40,1
39,9,1,0,40,1
53,4,1,0,40,1
30,10,0,1,16,1
37,9,0,0,40,1
40,13,1,0,45,1
25,10,0,1,40,1
41,9,0,1,60,1
52,9,1,0,98,0
33,9,1,0,40,1
28,9,1,0,40,1
25,9,1,0,40,0
53,10,1,0,55,1
44,2,1,0,10,1
35,9,1,1,40,1
38,10,1,0,58,1
34,9,1,0,40,1
33,9,1,1,40,1
24,10,1,1,45,1
65,9,0,1,25,1
29,12,1,0,60,1
39,15,1,0,65,0
46,10,1,0,40,0
37,4,1,0,60,1
47,14,1,0,47,0
62,10,1,0,40,1
54,9,1,0,60,1
90,10,0,0,35,1
33,12,1,0,20,1
57,10,1,0,45,1
25,12,1,0,40,1
44,10,1,0,50,0
52,13,1,0,50,1
21,10,1,0,40,1
31,9,0,0,18,1
39,14,1,0,40,1
59,9,1,1,40,1
29,9,1,0,55,1
49,4,0,0,45,1
34,5,1,0,40,1
22,13,1,0,40,1
32,13,0,0,40,1
39,9,0,1,40,1
46,14,1,0,60,1
50,9,1,0,40,0
34,9,1,0,40,1
28,14,1,1,55,1
18,8,1,1,24,1
20,9,1,0,30,1
20,9,1,1,40,1
55,11,0,1,38,1
22,10,0,1,40,1
60,14,1,0,40,1
40,6,1,0,50,1
47,10,1,1,30,1
23,13,1,1,35,1
57,9,1,1,40,1
52,7,1,0,40,1
42,4,1,0,40,1
25,12,1,0,20,1
49,9,1,1,40,0
41,10,1,0,40,1
40,11,0,0,30,1
38,13,1,0,55,0
58,9,1,0,40,1
26,13,0,1,35,1
57,6,1,1,70,1
28,9,1,0,60,1
42,9,1,1,40,1
28,10,1,0,55,1
17,5,0,0,40,1
39,5,1,0,40,1
28,9,0,0,40,1
42,9,1,0,48,0
51,10,1,1,50,1
27,10,1,1,39,1
41,9,1,1,43,1
28,13,1,0,40,1
54,10,1,1,30,0
73,9,1,1,8,1
49,9,1,1,30,1
47,14,1,0,40,0
27,10,1,0,49,1
42,13,1,1,45,0
32,9,0,1,40,1
32,9,1,0,41,1
27,14,1,0,40,1
29,9,1,0,40,0
22,11,1,0,30,1
41,9,1,0,40,0
49,10,1,0,40,0
58,9,1,0,50,1
41,9,1,0,40,0
26,5,1,0,35,1
21,9,1,0,55,1
32,9,1,1,2,0
37,13,1,0,50,0
23,13,1,0,20,1
42,10,1,0,40,0
25,9,1,0,26,0
67,10,1,1,40,1
41,9,0,1,38,1
49,14,1,1,50,0
36,13,1,1,45,1
18,7,1,0,35,1
25,3,1,0,40,1
43,15,1,0,50,1
38,16,1,1,36,0
21,10,1,0,20,1
65,13,1,0,15,1
66,11,1,1,35,1
33,7,0,0,60,1
51,9,0,1,38,1
27,9,1,0,40,1
17,8,1,1,16,1
32,13,1,0,45,0
61,9,1,1,36,1
38,9,1,0,40,0
43,10,1,1,40,1
40,16,0,0,40,0
63,13,1,0,35,1
76,10,1,0,20,0
42,12,1,1,40,1
43,13,1,0,40,0
76,14,1,0,30,0
41,15,1,0,45,0
17,6,1,0,20,1
30,9,1,0,40,1
30,13,1,0,50,1
22,10,1,0,25,1
53,13,0,1,20,1
28,9,0,1,52,1
25,11,1,1,40,1
24,10,0,1,40,1
47,6,1,0,40,0
34,11,1,0,50,1
26,10,1,1,20,1
63,13,0,1,56,1
25,11,1,0,75,1
28,13,1,0,45,1
36,9,1,1,40,1
24,13,1,0,40,1
51,13,0,1,35,1
44,13,1,0,50,0
18,8,1,0,12,1
54,10,1,0,40,0
61,10,1,1,40,1
51,13,1,0,45,0
43,4,1,0,40,1
51,9,1,0,40,1
50,9,0,1,40,0
27,9,1,1,25,1
24,10,1,0,30,1
20,10,1,0,20,1
52,13,1,0,40,0
57,4,1,0,40,1
49,10,1,0,60,1
42,13,1,1,35,1
22,7,1,1,40,1
38,10,1,0,40,0
21,10,1,1,20,1
39,13,1,0,60,0
52,10,1,1,35,1
25,12,1,1,40,1
50,10,1,1,40,1
35,10,1,0,80,1
50,11,1,1,40,1
58,9,1,0,25,1
48,13,1,0,45,1
30,10,1,1,35,1
18,7,1,0,12,1
29,9,1,0,40,1
52,10,1,0,45,1
63,9,1,0,40,1
36,14,1,1,40,0
24,10,1,1,42,1
30,12,0,0,40,1
23,9,0,0,40,1
35,9,1,1,20,1
21,13,1,1,20,1
28,10,1,0,43,1
20,9,1,0,40,1
18,7,1,0,20,1
21,10,1,1,15,1
27,9,1,0,40,1
42,10,1,1,40,1
21,10,1,1,30,1
51,10,1,0,40,0
27,13,1,1,40,1
23,9,1,0,40,1
57,10,1,0,40,0
22,13,1,1,12,1
59,5,1,0,60,0
38,9,1,0,40,1
20,9,1,0,40,1
90,5,1,1,40,1
35,11,1,0,40,1
50,9,1,0,38,0
45,16,1,0,50,0
44,14,1,0,50,0
23,12,1,0,40,1
34,7,1,0,40,1
23,13,1,1,43,1
39,10,1,0,40,1
19,10,1,0,55,1
54,10,1,0,40,0
40,14,1,0,43,1
44,10,1,0,50,1
31,10,1,1,20,0
25,5,1,0,40,1
33,13,1,1,32,0
32,9,1,0,60,1
36,6,1,0,40,1
47,10,0,0,55,0
80,14,1,1,10,1
21,10,1,1,8,1
35,10,1,0,60,1
77,14,1,0,45,1
30,9,1,0,40,1
35,9,1,0,40,1
49,4,1,0,40,1
33,9,1,1,25,1
53,10,1,0,45,1
41,9,1,0,55,1
57,13,1,0,40,0
21,10,1,1,25,1
19,10,1,1,40,1
28,13,1,1,45,1
42,14,1,0,60,1
29,10,1,0,55,1
38,11,1,1,25,1
26,10,1,0,20,1
41,10,1,0,60,0
40,10,1,1,40,1
36,16,1,0,40,0
28,9,1,0,40,1
25,13,0,1,20,1
42,9,1,0,60,1
32,9,1,0,40,1
32,12,1,0,30,1
37,3,1,0,40,1
39,9,1,0,56,1
49,13,1,0,40,1
28,9,0,0,40,1
24,5,1,1,20,1
19,9,1,1,40,1
31,9,1,0,40,1
40,9,1,1,40,1
29,4,1,0,30,1
59,9,1,0,48,1
52,12,1,0,40,0
27,13,1,0,40,1
45,13,1,0,45,0
58,13,0,0,40,1
53,13,1,0,40,1
23,9,1,0,25,1
35,7,1,0,40,1
49,9,1,0,40,1
49,12,1,1,40,1
25,8,1,0,40,1
47,14,1,1,50,0
28,12,1,1,40,1
20,10,1,1,30,1
74,3,1,0,56,1
19,9,1,0,24,1
28,9,1,0,40,1
31,10,0,1,40,1
61,10,1,0,40,1
30,11,1,0,53,1
20,10,1,0,40,1
35,4,1,0,40,0
23,13,1,0,40,1
25,13,1,1,30,0
19,9,1,0,30,1
30,14,1,0,45,0
26,9,1,0,35,1
34,9,1,0,45,1
49,13,0,1,40,1
35,10,1,0,40,1
38,9,1,1,40,1
36,9,0,0,20,1
33,9,0,0,48,0
54,10,1,1,40,1
19,9,1,0,40,1
18,6,1,0,40,1
60,9,1,0,40,1
28,9,1,0,40,1
43,9,1,0,40,1
49,3,1,0,40,1
25,13,1,0,70,1
17,6,1,0,20,1
41,13,1,0,60,0
30,10,0,0,35,1
90,14,1,0,60,0
25,9,1,0,40,1
27,11,1,0,35,1
29,9,1,0,40,1
55,10,0,0,40,0
31,13,0,1,40,1
43,11,1,0,99,1
63,14,1,1,40,0
46,4,1,0,40,1
59,9,1,0,40,1
42,13,0,1,50,0
26,13,1,1,20,1
26,10,1,0,45,1
20,10,1,1,30,1
19,9,0,1,40,1
61,5,1,0,40,0
23,9,1,0,40,1
24,9,1,1,40,1
35,13,1,0,40,0
42,9,1,0,12,1
31,8,1,1,21,1
31,9,1,1,55,1
63,13,1,1,25,1
29,11,1,1,64,1
43,13,1,0,40,1
22,13,0,1,10,1
17,7,1,0,25,1
23,13,1,0,40,0
35,5,1,0,45,1
32,9,0,1,28,1
50,13,1,0,60,0
25,9,1,0,40,1
26,14,1,1,40,1
32,13,1,0,40,1
29,11,1,0,50,1
57,10,1,0,40,0
90,14,0,0,50,0
35,11,1,1,40,0
31,10,0,0,60,0
60,9,1,1,33,1
21,11,1,1,40,1
71,14,1,1,40,1
22,11,1,0,30,1
50,9,1,1,40,1
37,10,1,0,45,0
23,9,0,1,40,1
74,9,1,0,30,1
67,10,1,0,70,1
59,10,1,0,43,0
28,9,1,0,40,1
45,9,0,0,40,1
63,10,1,0,20,1
39,13,1,1,63,1
33,10,0,1,40,1
32,13,0,0,40,1
34,13,1,0,45,0
39,9,1,0,40,1
29,14,1,0,36,1
22,9,1,0,40,1
53,13,1,1,43,0
46,11,1,0,42,1
51,10,1,1,40,0
44,15,1,1,99,1
56,9,1,1,40,1
27,13,0,1,40,1
52,5,0,1,30,1
39,13,1,0,40,0
45,10,1,0,40,0
37,10,1,0,45,1
33,9,1,0,40,1
35,9,1,1,4,1
46,3,1,1,45,1
35,8,1,1,50,1
33,9,0,0,50,1
48,13,1,0,40,1
32,9,1,0,50,1
18,6,1,0,40,1
20,10,1,1,32,1
35,9,0,0,60,1
19,9,1,1,25,1
21,9,1,1,40,1
56,7,1,1,40,1
28,13,1,1,16,1
45,9,1,1,40,1
32,11,1,1,45,1
44,13,1,0,12,1
55,9,1,0,40,0
34,10,1,0,40,0
33,14,1,0,40,0
36,13,1,0,55,1
25,9,1,1,40,1
28,13,1,0,40,1
39,13,1,0,55,0
53,6,1,1,40,1
47,9,0,1,45,1
49,11,1,0,60,1
22,9,0,0,40,1
31,10,1,0,40,1
44,10,1,0,80,1
19,9,1,0,40,1
37,9,1,0,40,1
60,9,1,0,35,1
23,10,1,0,25,1
44,15,1,0,65,0
54,9,1,1,35,1
23,9,1,0,38,1
21,10,1,1,10,1
19,10,1,0,25,1
51,13,1,0,20,0
41,13,1,0,50,0
61,10,1,0,18,0
19,6,0,1,40,1
22,13,1,0,40,1
22,9,1,1,40,1
